,Time,Temperature
0,0.0,24.81
1,0.617461229178633,24.84
2,1.234922458357266,24.87
3,1.852383687535899,24.84
4,2.469844916714532,24.83
5,3.087306145893165,24.85
6,3.704767375071798,24.84
7,4.322228604250431,24.9
8,4.939689833429064,24.83
9,5.557151062607697,24.88
10,6.17461229178633,24.79
11,6.792073520964963,24.93
12,7.409534750143596,24.94
13,8.02699597932223,24.85
14,8.644457208500862,24.9
15,9.261918437679494,24.83
16,9.879379666858128,24.86
17,10.496840896036762,24.8
18,11.114302125215394,24.84
19,11.731763354394026,24.83
20,12.34922458357266,24.94
21,12.966685812751294,24.9
22,13.584147041929926,24.85
23,14.201608271108558,24.87
24,14.819069500287192,24.85
25,15.436530729465826,24.83
26,16.05399195864446,24.88
27,16.67145318782309,24.83
28,17.288914417001724,24.88
29,17.906375646180358,24.93
30,18.523836875358988,24.96
31,19.141298104537622,24.94
32,19.758759333716256,24.97
33,20.37622056289489,24.84
34,20.993681792073524,24.96
35,21.611143021252154,25.03
36,22.228604250430788,24.94
37,22.846065479609422,24.97
38,23.463526708788052,25.14
39,24.080987937966686,25.16
40,24.69844916714532,25.14
41,25.315910396323954,25.35
42,25.933371625502588,25.33
43,26.550832854681218,25.46
44,27.168294083859852,25.57
45,27.785755313038486,25.66
46,28.403216542217116,25.73
47,29.02067777139575,25.86
48,29.638139000574384,26.07
49,30.255600229753018,26.13
50,30.87306145893165,26.26
51,31.490522688110282,26.43
52,32.10798391728892,26.46
53,32.72544514646755,26.74
54,33.34290637564618,26.83
55,33.96036760482482,26.96
56,34.57782883400345,27.14
57,35.19529006318208,27.23
58,35.812751292360716,27.4
59,36.430212521539346,27.54
60,37.047673750717976,27.73
61,37.665134979896614,27.94
62,38.282596209075244,28.05
63,38.90005743825388,28.23
64,39.51751866743251,28.26
65,40.13497989661114,28.35
66,40.75244112578978,28.43
67,41.36990235496841,28.47
68,41.98736358414705,28.48
69,42.60482481332568,28.45
70,43.22228604250431,28.52
71,43.839747271682945,28.56
72,44.457208500861576,28.56
73,45.074669730040206,28.72
74,45.692130959218844,28.81
75,46.309592188397474,28.83
76,46.927053417576104,28.95
77,47.54451464675474,29.1
78,48.16197587593337,29.23
79,48.77943710511201,29.23
80,49.39689833429064,29.37
81,50.01435956346927,29.59
82,50.63182079264791,29.72
83,51.24928202182654,29.79
84,51.866743251005175,29.96
85,52.484204480183806,30.1
86,53.101665709362436,30.25
87,53.71912693854107,30.41
88,54.336588167719704,30.5
89,54.954049396898334,30.69
90,55.57151062607697,30.8
91,56.1889718552556,30.87
92,56.80643308443423,31.1
93,57.42389431361287,31.17
94,58.0413555427915,31.19
95,58.65881677197014,31.41
96,59.27627800114877,31.34
97,59.8937392303274,31.26
98,60.511200459506036,31.33
99,61.128661688684666,31.35
100,61.7461229178633,31.31
101,62.363584147041934,31.42
102,62.981045376220564,31.45
103,63.5985066053992,31.47
104,64.21596783457784,31.55
105,64.83342906375647,31.55
106,65.4508902929351,31.69
107,66.06835152211373,31.73
108,66.68581275129236,31.83
109,67.30327398047099,31.94
110,67.92073520964964,32.01
111,68.53819643882827,32.2
112,69.1556576680069,32.25
113,69.77311889718553,32.47
114,70.39058012636416,32.52
115,71.0080413555428,32.7
116,71.62550258472143,32.8
117,72.24296381390006,32.98
118,72.86042504307869,33.14
119,73.47788627225732,33.3
120,74.09534750143595,33.45
121,74.7128087306146,33.58
122,75.33026995979323,33.77
123,75.94773118897186,33.91
124,76.56519241815049,34.06
125,77.18265364732912,34.24
126,77.80011487650776,34.32
127,78.4175761056864,34.63
128,79.03503733486502,34.77
129,79.65249856404365,34.88
130,80.26995979322228,34.97
131,80.88742102240093,35.23
132,81.50488225157956,35.37
133,82.12234348075819,35.55
134,82.73980470993682,35.66
135,83.35726593911545,35.73
136,83.9747271682941,35.98
137,84.59218839747273,36.09
138,85.20964962665136,36.23
139,85.82711085582999,36.27
140,86.44457208500862,36.5
141,87.06203331418725,36.75
142,87.67949454336589,36.77
143,88.29695577254452,36.95
144,88.91441700172315,37.09
145,89.53187823090178,37.18
146,90.14933946008041,37.24
147,90.76680068925906,37.49
148,91.38426191843769,37.59
149,92.00172314761632,37.7
150,92.61918437679495,37.9
151,93.23664560597358,37.97
152,93.85410683515221,38.19
153,94.47156806433085,38.3
154,95.08902929350948,38.33
155,95.70649052268811,38.45
156,96.32395175186674,38.59
157,96.94141298104537,38.76
158,97.55887421022402,38.92
159,98.17633543940265,38.98
160,98.79379666858128,39.06
161,99.41125789775991,39.22
162,100.02871912693854,39.3
163,100.64618035611718,39.37
164,101.26364158529582,39.55
165,101.88110281447445,39.69
166,102.49856404365308,39.71
167,103.1160252728317,39.88
168,103.73348650201035,39.97
169,104.35094773118898,40.05
170,104.96840896036761,40.13
171,105.58587018954624,40.25
172,106.20333141872487,40.34
173,106.8207926479035,40.5
174,107.43825387708215,40.5
175,108.05571510626078,40.71
176,108.67317633543941,40.77
177,109.29063756461804,40.87
178,109.90809879379667,40.9
179,110.52556002297531,41.03
180,111.14302125215394,41.14
181,111.76048248133257,41.21
182,112.3779437105112,41.41
183,112.99540493968983,41.47
184,113.61286616886846,41.53
185,114.23032739804711,41.66
186,114.84778862722574,41.83
187,115.46524985640437,41.8
188,116.082711085583,41.91
189,116.70017231476163,42.03
190,117.31763354394027,42.16
191,117.9350947731189,42.18
192,118.55255600229754,42.33
193,119.17001723147617,42.42
194,119.7874784606548,42.5
195,120.40493968983344,42.57
196,121.02240091901207,42.71
197,121.6398621481907,42.69
198,122.25732337736933,42.84
199,122.87478460654796,42.98
200,123.4922458357266,43.01
201,124.10970706490524,43.15
202,124.72716829408387,43.24
203,125.3446295232625,43.3
204,125.96209075244113,43.39
205,126.57955198161976,43.48
206,127.1970132107984,43.48
207,127.81447443997703,43.62
208,128.43193566915568,43.69
209,129.0493968983343,43.78
210,129.66685812751294,43.86
211,130.28431935669155,43.89
212,130.9017805858702,44.08
213,131.51924181504882,44.12
214,132.13670304422746,44.17
215,132.7541642734061,44.27
216,133.37162550258472,44.28
217,133.98908673176336,44.46
218,134.60654796094198,44.53
219,135.22400919012063,44.64
220,135.84147041929927,44.73
221,136.4589316484779,44.77
222,137.07639287765653,44.85
223,137.69385410683515,44.85
224,138.3113153360138,44.97
225,138.92877656519244,45.13
226,139.54623779437105,45.21
227,140.1636990235497,45.17
228,140.7811602527283,45.31
229,141.39862148190696,45.28
230,142.0160827110856,45.47
231,142.63354394026422,45.54
232,143.25100516944286,45.63
233,143.86846639862148,45.74
234,144.48592762780012,45.8
235,145.10338885697877,45.88
236,145.72085008615738,45.99
237,146.33831131533603,46.06
238,146.95577254451464,46.13
239,147.5732337736933,46.2
240,148.1906950028719,46.26
241,148.80815623205055,46.4
242,149.4256174612292,46.35
243,150.0430786904078,46.46
244,150.66053991958645,46.59
245,151.27800114876507,46.66
246,151.89546237794372,46.72
247,152.51292360712236,46.76
248,153.13038483630098,46.94
249,153.74784606547962,46.98
250,154.36530729465824,46.98
251,154.98276852383688,47.12
252,155.60022975301553,47.16
253,156.21769098219414,47.24
254,156.8351522113728,47.38
255,157.4526134405514,47.47
256,158.07007466973005,47.43
257,158.6875358989087,47.61
258,159.3049971280873,47.65
259,159.92245835726595,47.66
260,160.53991958644457,47.73
261,161.1573808156232,47.89
262,161.77484204480186,47.87
263,162.39230327398047,47.94
264,163.00976450315912,47.98
265,163.62722573233773,48.1
